,@ID,@Grade,@Source,Body,Body_trans,Question,Question_trans,Solution-Type,Answer,Formula
268,nluds-0739,1,http://www.ck12.org,Ryan collected 89 leaves. He lost 24 leaves and threw away 43 leaves.,Ryan은 89개의 잎을 수집했습니다. 그는 24개의 잎을 잃고 43개의 잎을 버렸다.,How many leaves did Ryan have left?,라이언에게 남은 잎은?,TVQ-Final,22 (leaves),89-24-43=22
269,nluds-0556,3,http://www.k5learning.com,There are 84 leaves. There are 139 ladybugs on each leaf.,84개의 잎이 있습니다. 각 잎에는 139개의 무당벌레가 있습니다.,How many ladybugs are there in all?,무당벌레는 모두 몇 마리입니까?,Multiplication,11676 (ladybugs),84*139=11676
270,nluds-0357,3,http://www.k5learning.com,"They also prepared some chips. If he prepared 350 grams of chips and his father prepared 268 grams,","그들은 또한 약간의 칩을 준비했습니다. 그가 350g의 칩을 준비하고 그의 아버지가 268g의 칩을 준비했다면,",how much chips should his brother prepare if they are to have 800 grams of chips?,형이 800g의 칩을 가지려면 얼마나 많은 칩을 준비해야 합니까?,"{'@Subgoal-1': 'Addition', '#text': 'Subtraction'}",182 (grams),800-(350+268)=182
271,nluds-0625,3,http://www.k5learning.com,Mrs. Hilt uses 2 ounces of detergent to wash a pound of clothes.,힐트 부인은 2온스의 세제를 사용하여 1파운드의 옷을 세탁합니다.,How many ounces of soap will she use to wash 9 pounds of clothes?,그녀는 9파운드의 옷을 세탁하는 데 몇 온스의 비누를 사용할 것입니까?,Multiplication,18 (ounces),2*9=18
272,nluds-1834,4,http://www.commoncoresheets.com,A designer was buying furniture for her new house. She bought 3 chairs for the living room and 6 for her kitchen.,한 디자이너가 새 집에 사용할 가구를 구입하고 있었습니다. 그녀는 거실용 의자 3개와 부엌용 의자 6개를 샀습니다.,How many chairs did she buy total?,그녀는 총 몇 개의 의자를 샀습니까?,Addition,9 (chairs),3+6=9
273,nluds-2139,2,http://www.commoncoresheets.com,At the arcade Henry had won fifty-eight tickets. Later he won forty more tickets.,아케이드에서 Henry는 58장의 티켓을 획득했습니다. 나중에 그는 40장의 티켓을 더 얻었습니다.,How many tickets did Henry have total?,헨리는 총 몇 장의 티켓을 가지고 있었습니까?,Addition,98 (tickets),58+40=98
274,nluds-1927,2,http://www.commoncoresheets.com,"There were ninety-four dollars in Olivia's wallet. After she visited a supermarket, there were seventy-eight dollars left.",올리비아의 지갑에는 94달러가 있었습니다. 그녀가 슈퍼마켓을 방문한 후에는 78달러가 남았습니다.,How much did she spend?,그녀는 얼마를 썼습니까?,Subtraction,16 (dollars),94-78=16
275,nluds-1791,4,http://www.commoncoresheets.com,"Lana had 72 extra nickels. If she put them into stacks with 8 in each stack,","Lana는 72개의 추가 니켈을 받았습니다. 그녀가 각 스택에 8개씩 스택에 넣으면,",how many stacks could she make?,그녀는 얼마나 많은 스택을 만들 수 있습니까?,Common-Division,9 (stacks),72/8=9
276,nluds-0063,2,http://www.k5learning.com,Jose has 28 chickens and 18 ducks.,Jose는 28마리의 닭과 18마리의 오리가 있습니다.,How many fowls does he have?,그는 몇 마리의 새를 가지고 있습니까?,Addition,46 (fowls),28+18=46
277,nluds-0744,1,http://www.ck12.org,"Antonia has 79 Barbie Dolls. She packs away them in two wardrobes. If there are 35 Barbie Dolls in the first wardrobe,","Antonia에는 79개의 바비 인형이 있습니다. 그녀는 두 개의 옷장에 그것들을 포장합니다. 첫 번째 옷장에 바비인형이 35개 있다면,",how many more Barbie Dolls are there in the second wardrobe than the first?,두 번째 옷장에는 첫 번째 옷장보다 얼마나 많은 바비 인형이 있습니까?,"{'@Subgoal-1': 'Multiplication', '#text': 'Subtraction'}",9 (Barbie Dolls),79-35*2=9
278,nluds-1007,3,http://www.mathplayground.com,Amy has 67 balloons. 29 of them are red and 17 are green. The rest of the balloons are blue.,에이미는 67개의 풍선을 가지고 있습니다. 그 중 29개는 빨간색이고 17개는 녹색입니다. 나머지 풍선은 파란색입니다.,How many blue balloons does Amy have?,Amy는 몇 개의 파란색 풍선을 가지고 있습니까?,TVQ-Initial,21 (blue balloons),67-29-17=21
279,nluds-0894,5,http://www.mathplayground.com,Rick and Todd have the same number of candy bars. Rick ate 11 candy bars. Todd gave away 18 of his candy bars.,Rick과 Todd는 같은 수의 캔디 바를 가지고 있습니다. 릭은 캔디바 11개를 먹었습니다. Todd는 캔디 바 18개를 나누어 주었습니다.,How many more candy bars did Rick have than Todd then?,Rick은 Todd보다 몇 개의 캔디바를 더 가지고 있었습니까?,Difference,7 (candy bars),18-11=7
280,nluds-0991,3,http://www.mathplayground.com,Bridget wants to win the giant stuffed panda bear. She needs a total of 75 points to get it. Bridget already scored 35 points at the penny pitch booth. She scored 18 more points on her next try.,브리짓은 거대한 판다곰 인형을 얻고 싶어합니다. 그녀는 그것을 얻기 위해 총 75 포인트가 필요합니다. Bridget은 페니 피치 부스에서 이미 35점을 기록했습니다. 그녀는 다음 시도에서 18점을 더 득점했습니다.,How many more points does Bridget need?,브리짓은 몇 점 더 필요합니까?,TVQ-Change,22 (points),75-35-18=22
281,nluds-0469,3,http://www.k5learning.com,"Christian and the junior ranger brought a bag of 140 nails as they visited every station assigned to the junior ranger. If they left exactly 7 nails in every station they visited,","Christian과 주니어 레인저는 140개의 못이 든 가방을 가지고 주니어 레인저에게 배정된 모든 스테이션을 방문했습니다. 그들이 방문한 모든 역에 정확히 7개의 못을 남겼다면,",how many stations did Joline and the junior ranger visit?,Joline과 주니어 레인저는 몇 정거장을 방문했습니까?,Common-Division,20 (stations),140/7=20
282,nluds-1932,2,http://www.commoncoresheets.com,"A baker made ninety cakes. If he sold eighty-three of them,","빵 굽는 사람이 90개의 케이크를 만들었습니다. 만일 그가 그 중 팔십 세 개를 팔았다면,",how many cakes would the baker still have?,제빵사는 아직 몇 개의 케이크를 가지고 있을까요?,Subtraction,7 (cakes),90-83=7
283,nluds-1914,2,http://www.commoncoresheets.com,"For Halloween Oliver got seventy-eight pounds of candy. After giving some to Janet, he had sixty-eight pounds left.",할로윈을 위해 올리버는 78파운드의 사탕을 받았습니다. Janet에게 일부를 주고 나면 68파운드가 남았습니다.,How many pounds did he give to Janet?,그는 Janet에게 몇 파운드를 주었습니까?,Subtraction,10 (pounds),78-68=10
284,nluds-2182,2,http://www.commoncoresheets.com,"Luke had 48 dollars in January. By March he had spent 11 dollars. If he got another 21 dollars from his mom,","루크는 1월에 48달러를 가지고 있었습니다. 3월까지 그는 11달러를 썼다. 만약 그가 엄마에게서 21달러를 더 받았다면,",how much money would he have?,그는 돈이 얼마나 될까요?,TVQ-Final,58 (dollars),48-11+21=58
285,nluds-0527,3,http://www.k5learning.com,James had 39 stickers. He got some more stickers for his birthday. Then he had 61 stickers.,James는 39개의 스티커를 가지고 있었습니다. 그는 그의 생일을 위해 더 많은 스티커를 얻었다. 그런 다음 그는 61개의 스티커를 가지고 있었습니다.,How many stickers did James get for his birthday?,James는 생일에 몇 개의 스티커를 받았습니까?,Subtraction,22 (stickers),61-39=22
286,nluds-2228,3,http://www.commoncoresheets.com,"Mike made ninety dollars mowing lawns over the summer. If he spent forty-five dollars buying new mower blades,","Mike는 여름 동안 잔디를 깎는 데 90달러를 벌었습니다. 만약 그가 45달러를 들여 새 잔디 깎는 날을 구입했다면,",how many five dollar games could he buy with the money he had left?,남은 돈으로 5달러짜리 게임을 몇 개나 살 수 있습니까?,"{'@Subgoal-1': 'Subtraction', '#text': 'Common-Division'}",9 (games),(90-45)/5=9
287,nluds-0138,2,http://www.k5learning.com,Adolfo made a tower with thirty-five blocks. He added some more blocks and now he has sixty-five blocks.,Adolfo는 35개의 블록으로 탑을 만들었습니다. 그는 몇 개의 블록을 더 추가했고 이제 65개의 블록이 있습니다.,How many did he have to add?,그는 몇 개를 추가해야 했습니까?,Subtraction,30 (blocks),65-35=30
288,nluds-0581,3,http://www.k5learning.com,"The Razorback T-shirt Shop ordered 12 cases of t-shirts. If each case contains 24 t-shirts,",Razorback 티셔츠 가게는 티셔츠 12케이스를 주문했습니다. 각 케이스에 24개의 티셔츠가 들어 있으면,how many t-shirts did they order?,그들은 몇 개의 티셔츠를 주문했습니까?,Multiplication,288 (t-shirts),12*24=288
289,nluds-0067,2,http://www.k5learning.com,"Last Saturday, Marie sold 425 magazines and 275 newspapers.",지난 토요일 Marie는 425개의 잡지와 275개의 신문을 판매했습니다.,What is the total number of reading materials she sold?,그녀가 판매한 독서 자료의 총 수는 얼마입니까?,Addition,700 (reading materials),425+275=700
290,nluds-0436,3,http://www.k5learning.com,"It is harvest season in the country. Lewis, whose family owns a fruit farm, is busy overseeing their farmers while they are harvesting the fruits. His day starts by going to the apple orchard. The farmers reported that they harvest 45 sacks of apples from each of the 8 sections of the orchard daily.",우리나라는 수확철이다. 가족이 과일 농장을 소유하고 있는 루이스는 농부들이 과일을 수확하는 동안 그들을 감독하느라 분주합니다. 그의 하루는 사과 과수원에 가는 것으로 시작됩니다. 농부들은 매일 과수원의 8개 구역에서 각각 45포대의 사과를 수확한다고 보고했습니다.,How many apples are harvested every day?,하루에 몇 개의 사과가 수확됩니까?,Multiplication,360 (apples),45*8=360
291,nluds-0591,3,http://www.k5learning.com,Lizette has 813 stamps. She has 125 more stamps than Minerva.,Lizette에는 813개의 우표가 있습니다. 그녀는 미네르바보다 125개의 우표를 더 많이 가지고 있습니다.,How many stamps does Minerva have?,미네르바는 몇 개의 우표를 가지고 있습니까?,Subtraction,688 (stamps),813-125=688
292,nluds-0751,4,http://www.ck12.org,"Gary had some stickers. He gave 42 stickers to Lucy and 26 stickers to Alex. If he had 31 stickers left,","Gary는 스티커를 가지고 있었습니다. 그는 루시에게 42개의 스티커를, 알렉스에게 26개의 스티커를 주었습니다. 스티커가 31개 남았다면,",how many stickers did Gary have at first?,Gary는 처음에 몇 개의 스티커를 가지고 있었습니까?,TVQ-Initial,99 (stickers),42+26+31=99
293,nluds-2106,3,http://www.commoncoresheets.com,A florist needed to use 2 pounds of fertilizer for 9 days and then on the final day use the normal amount plus another 4 pounds.,꽃집은 9일 동안 2파운드의 비료를 사용하고 마지막 날에는 정상 양에 4파운드를 더 사용해야 했습니다.,How many pounds of fertilizer will she use all together?,그녀는 모두 몇 파운드의 비료를 사용할 것입니까?,"{'@Subgoal-1': 'Multiplication', '#text': 'Addition'}",22 (pounds of fertilizer),2*9+4=22
294,nluds-0993,3,http://www.mathplayground.com,"Jake set up a candy stand in his front yard. He has 80 pieces of candy to sell. He sold 15 pieces of candy on Monday. He sold much more than that on Tuesday. By Wednesday, Jakes only had 7 pieces left.",Jake는 앞마당에 사탕 진열대를 세웠습니다. 그는 판매할 사탕이 80개 있습니다. 그는 월요일에 사탕 15개를 팔았습니다. 그는 화요일에 그것보다 훨씬 더 많이 팔았다. 수요일까지 Jakes에게는 7개의 조각만 남았습니다.,How many pieces of candy did Jake sell on Tuesday?,Jake는 화요일에 사탕을 몇 개나 팔았습니까?,TVQ-Change,58 (pieces of candy),80-15-7=58
295,nluds-2005,2,http://www.commoncoresheets.com,"Edward started his own lawn mowing business. In the spring he made 2 dollars mowing lawns and in the summer he made 27 dollars. If he had to spend 5 dollars buying supplies,","Edward는 잔디 깎는 사업을 시작했습니다. 봄에는 잔디를 깎는 데 2달러를 벌었고 여름에는 27달러를 벌었습니다. 만약 그가 5달러를 물건을 사는 데 써야 한다면,",how much money did he end up with?,그는 얼마만큼의 돈을 벌었습니까?,TVQ-Final,24 (dollars),2+27-5=24
296,nluds-1888,1,http://www.commoncoresheets.com,"Debby owned thirteen DVDs. If she sold six of them,","Debby는 13개의 DVD를 소유했습니다. 그녀가 6개를 팔았다면,",how many would she have left?,그녀는 얼마나 남았을까?,Subtraction,7 (DVDs),13-6=7
297,nluds-0474,3,http://www.k5learning.com,"Aside from drawing animals, Shiela is fond of painting flowers. If she has 18 paintings of flowers,","Shiela는 동물을 그리는 것 외에도 꽃을 그리는 것을 좋아합니다. 그녀가 18개의 꽃 그림을 가지고 있다면,",how many paintings can she give to each of her two grandmothers?,그녀는 두 할머니에게 각각 몇 점의 그림을 줄 수 있습니까?,Common-Division,9 (paintings),18/2=9
298,nluds-1276,1,Created by an Annotator,Dave was picking up sticks from his yard. He picked up fourteen but there were still four left.,Dave는 마당에서 막대기를 줍고 있었습니다. 그는 14개를 주웠지만 아직 4개가 남았습니다.,What's the difference between the number of sticks that Dave picked up and the left?,Dave가 집은 막대기 수와 왼쪽 막대기 수의 차이는 무엇입니까?,Difference,10 (sticks),14-4=10
299,nluds-0375,3,http://www.k5learning.com,"Lastly, Andrew tried to compute his expenses for the game night. If he spent $9.00 for each game they played and they played a total of 5 games,","마지막으로 Andrew는 게임 밤에 지출한 비용을 계산하려고 했습니다. 그가 플레이한 각 게임에 대해 $9.00를 지출하고 총 5개의 게임을 했다면,",how much money did he spend that night?,그는 그날 밤에 얼마나 많은 돈을 썼습니까?,Multiplication,45 (dollars),9*5=45
300,nluds-0193,2,http://www.k5learning.com,"Morgan has 65 red pens, 45 blue pens, and 58 black pens.","Morgan에는 65개의 빨간색 펜, 45개의 파란색 펜 및 58개의 검은색 펜이 있습니다.",How many pens does she have?,그녀는 몇 개의 펜을 가지고 있습니까?,Sum,168 (pens),65+45+58=168
301,nluds-1979,1,http://www.commoncoresheets.com,"During a sale, a shoe store sold 2 pairs of sneakers, 4 pairs of sandals and 11 pairs of boots.","세일 기간 동안 신발 가게에서는 운동화 2켤레, 샌들 4켤레, 부츠 11켤레를 판매했습니다.",How many pairs of shoes did the store sell?,그 가게에서 몇 켤레의 신발을 팔았습니까?,Sum,17 (pairs of shoes),2+4+11=17
302,nluds-0087,2,http://www.k5learning.com,Mrs. Sheridan has 22 fish. Her sister gave her 47 more fish.,Sheridan 부인은 22마리의 물고기를 가지고 있습니다. 그녀의 여동생은 그녀에게 47마리의 물고기를 더 주었습니다.,How many fish does she have now?,그녀는 지금 몇 마리의 물고기를 가지고 있습니까?,Addition,69 (fish),22+47=69
303,nluds-1860,1,http://www.commoncoresheets.com,A waiter had fourteen customers. After some left he still had three customers.,웨이터에게는 14명의 고객이 있었습니다. 조금 남았는데도 손님이 3명이나 있었다.,How many customers left?,몇 명의 고객이 남았습니까?,Subtraction,11 (customers),14-3=11
304,nluds-0409,3,http://www.k5learning.com,"Ben was also given 7 trays of eggs to examine. If each tray has 10 eggs,",Ben은 또한 검사를 위해 7개의 계란 트레이를 받았습니다. 쟁반에 계란이 10개씩 들어있다면,how many eggs did Ben examine in total?,Ben은 총 몇 개의 계란을 조사했습니까?,Multiplication,70 (eggs),7*10=70
305,nluds-0915,3,http://www.mathplayground.com,My ice cream shop was really busy today. It was 98 degrees and we sold 67 ice cream cones. We sold 15 more milkshakes than ice cream cones.,내 아이스크림 가게는 오늘 정말 바빴다. 98도였고 우리는 67개의 아이스크림 콘을 팔았습니다. 아이스크림 콘보다 밀크쉐이크를 15개 더 팔았습니다.,How many milkshakes were sold?,얼마나 많은 밀크 셰이크가 판매 되었습니까?,Addition,82 (milkshakes),67+15=82
306,nluds-0135,2,http://www.k5learning.com,Maria had twenty-five pieces of gum. Tommy gave her sixteen more pieces. Luis gave her twenty more pieces.,마리아는 25개의 껌을 가지고 있었습니다. Tommy는 그녀에게 16개의 조각을 더 주었습니다. Luis는 그녀에게 20개의 조각을 더 주었습니다.,How many pieces of gum does Maria have now?,마리아는 지금 몇 개의 껌을 가지고 있습니까?,Sum,61 (pieces of gum),25+16+20=61
307,nluds-0576,3,http://www.k5learning.com,"Our watermelons have 100 seeds each. If we have 4 watermelons,",우리 수박에는 100개의 씨앗이 있습니다. 수박 4개 있으면,how many seeds should there be when all seeds are taken out of the watermelons?,수박에서 씨를 다 빼면 씨가 몇 개나 될까요?,Multiplication,400 (seeds),100*4=400
308,nluds-1353,5,http://www.moomoomath.com,Kim wants to buy a new watch that costs $87.60.,Kim은 $87.60의 새 시계를 사고 싶어합니다.,How much change does she receive if she gives the cashier $100?,계산원에게 100달러를 주면 그녀가 받는 거스름돈은 얼마입니까?,Subtraction,12.4 (dollars),100-87.6=12.4
309,nluds-0060,2,http://www.k5learning.com,"I read 21 pages of my English book yesterday. Today, I read 17 pages.",어제 영어책 21페이지를 읽었습니다. 오늘은 17페이지를 읽었습니다.,What is the total number of pages did I read?,내가 읽은 총 페이지 수는?,Addition,38 (pages),21+17=38
310,nluds-1844,1,http://www.commoncoresheets.com,"Debby had twelve pieces of candy. After eating some, she had three pieces.",Debby는 12개의 사탕을 가지고 있었습니다. 조금 먹고 나서 그녀는 세 조각을 먹었다.,How many pieces did Debby eat?,데비는 몇 조각을 먹었습니까?,Subtraction,9 (pieces),12-3=9
311,nluds-0097,2,http://www.k5learning.com,"Isha's pencil is 31 inches long. If she sharpens it, now her pencil is 14 inches long.",Isha의 연필 길이는 31인치입니다. 그녀가 그것을 갈면 이제 그녀의 연필 길이는 14인치입니다.,How much did she sharpen off of her pencil?,그녀는 연필을 얼마나 깎았습니까?,Subtraction,17 (inches),31-14=17
312,nluds-1815,4,http://www.commoncoresheets.com,A delivery driver had to make 3 stops on his route. After he finished those deliveries he made 4 more stops.,배달 기사는 경로에서 3번의 정차를 해야 했습니다. 그는 배달을 마친 후 4번의 정차를 더 했습니다.,How many stops did he make total?,그는 총 몇 정거장을 갔습니까?,Addition,7 (stops),3+4=7
313,nluds-1590,4,http://www.commoncoresheets.com,"Edward's dad bought 459 centimeters of string. If he cut the string into 9 equal pieces,","에드워드의 아버지는 459센티미터의 끈을 샀습니다. 그가 줄을 9등분으로 자르면,",what would be the length of each piece?,각 조각의 길이는 어떻게 될까요?,Common-Division,51 (centimeters),459/9=51
314,nluds-0439,3,http://www.k5learning.com,"Being his favorite, he saved checking on the grapevines for his last stop. He was told by one the pickers that they fill 324 drums of grapes per day.",그가 가장 좋아하는 사람이었기 때문에 그는 마지막으로 들르기 위해 포도나무를 확인하는 것을 아껴두었습니다. 하루에 324통의 포도를 채운다는 한 수확자의 말을 들었습니다.,How many drums of grapes would be filled in 9 days?,9일 동안 얼마나 많은 포도 드럼이 채워질까요?,Multiplication,2916 (drums),324*9=2916
315,nluds-2101,3,http://www.commoncoresheets.com,A lawn care company bought 4 lawnmower blade for $8 each. They also bought a spool of weed eater string for $7.,잔디 관리 회사는 잔디깎이 날 4개를 개당 8달러에 샀습니다. 그들은 또한 7달러에 잡초를 먹는 줄을 샀습니다.,How much money did they spend on supplies?,그들은 소모품에 얼마나 많은 돈을 썼습니까?,"{'@Subgoal-1': 'Multiplication', '#text': 'Addition'}",39 (dollars),4*8+7=39
316,nluds-0323,3,http://www.k5learning.com,"The exit door leads to a river 487 inches across, if the bridge he needs to cross is only 295 inches,","출구 문은 가로 487인치의 강으로 연결됩니다. 건너야 하는 다리가 295인치에 불과하다면,",how much longer does he need to build if he wants to cross the river using the bridge?,다리를 사용하여 강을 건너려면 얼마나 더 건설해야 합니까?,Subtraction,192 (inches),487-295=192
317,nluds-0597,3,http://www.k5learning.com,Kelly has 121 Nintendo games.,Kelly에는 121개의 Nintendo 게임이 있습니다.,How many does she need to give away so that she will have 22 games left?,그녀가 22경기를 남기려면 얼마나 많은 것을 포기해야 합니까?,Subtraction,99 (games),121-22=99
318,nluds-2219,3,http://www.commoncoresheets.com,"Rachel bought seven new chairs and three new tables for her house. If she spent four minutes on each piece furniture putting it together,",Rachel은 집에 새 의자 일곱 개와 테이블 세 개를 샀습니다. 가구 하나하나 조립하는데 4분이면,how many minutes did it take her to finish?,그녀가 끝내는 데 몇 분이 걸렸습니까?,"{'@Subgoal-1': 'Addition', '#text': 'Multiplication'}",40 (minutes),(7+3)*4=40
319,nluds-0329,3,http://www.k5learning.com,"While heating the wings, Charlie decided to make metal supports for the wings. If he needs 635 lbs of metal and he has 276 lbs in storage,","날개를 가열하는 동안 Charlie는 날개를 위한 금속 지지대를 만들기로 결정했습니다. 그가 635파운드의 금속이 필요하고 276파운드의 저장고가 있다면,",how much additional metal does he need to buy?,그는 얼마나 많은 금속을 추가로 구매해야 합니까?,Subtraction,359 (lbs),635-276=359
320,nluds-0802,5,http://www.ck12.org,"Mr. Lee wants to load 134 tons of his fruits. A large truck can load 15 tons of fruits and small truck can load 7 tons. In order to use the least number of trucks and have every truck fully occupied,",이 씨는 134톤의 과일을 싣고 싶어합니다. 대형 트럭은 15톤의 과일을 적재할 수 있고 소형 트럭은 7톤을 적재할 수 있습니다. 가장 적은 수의 트럭을 사용하고 모든 트럭을 가득 채울 수 있도록,how many large trucks should be used?,얼마나 많은 대형 트럭을 사용해야 합니까?,Floor-Division,8 (large trucks),134/15=8 r14
321,nluds-1934,2,http://www.commoncoresheets.com,Carol had eighty-one pieces of paper in her folder. After a week she had thirty-eight left.,Carol의 폴더에는 81장의 종이가 있었습니다. 일주일 후에 그녀는 38개가 남았습니다.,How many pieces did she use in the week?,그녀는 일주일에 몇 조각을 사용했습니까?,Subtraction,43 (pieces),81-38=43
322,nluds-0948,3,http://www.mathplayground.com,94 students signed up for computer classes. There were 24 second graders and 29 third graders. The rest of the students were fourth graders.,"94명의 학생이 컴퓨터 수업에 등록했습니다. 2학년 24명, 3학년 29명이었다. 나머지 학생들은 4학년이었다.",How many fourth graders took computer classes?,몇 명의 4학년 학생들이 컴퓨터 수업을 들었습니까?,TVQ-Final,41 (fourth graders),94-24-29=41
323,nluds-1713,6,http://www.commoncoresheets.com,"At the store beef jerky was $34.23 for 3 pounds. If you bought 7 pounds,","가게에서 육포는 3파운드에 34.23달러였습니다. 7파운드를 구매했다면,",how much would it cost?,비용이 얼마나 들까요?,"{'@Subgoal-1': 'Common-Division', '#text': 'Multiplication'}",79.87 (dollars),(34.23/3)*7=79.87
324,nluds-0790,3,http://www.ck12.org,The school bought 54 basketballs and distribute them into 7 classes equally.,학교는 54개의 농구공을 사서 7개 반에 균등하게 분배했습니다.,How many basketballs did each class get?,각 반은 몇 개의 농구공을 얻었습니까?,Floor-Division,7 (basketballs),54/7=7 r5
325,nluds-1942,2,http://www.commoncoresheets.com,"At the zoo a cage had sixty-eight snakes. If forty-two were hiding,",동물원의 새장에는 68마리의 뱀이 있었습니다. 마흔두 명이 숨어 있었다면,how many snakes were not hiding?,얼마나 많은 뱀이 숨어 있지 않았습니까?,Subtraction,26 (snakes),68-42=26
326,nluds-0291,3,http://www.k5learning.com,"Alicia loves collecting art. She has a whole house filled with all the art she obtained since she was a little kid. When she decided to move away, she started donating some of her art to different museums. First museum she went to was the Metropolitan museum in New York. She donated 46 medieval art pieces from the 70 she originally has.","Alicia는 미술품 수집을 좋아합니다. 그녀는 어린 시절부터 얻은 모든 예술로 집 전체가 가득 차 있습니다. 그녀가 이사하기로 결정했을 때, 그녀는 자신의 예술 작품 중 일부를 다른 박물관에 기부하기 시작했습니다. 그녀가 처음 간 박물관은 뉴욕의 메트로폴리탄 박물관이었다. 그녀는 원래 가지고 있던 70점에서 46점의 중세 예술 작품을 기증했습니다.",How many medieval art pieces were left with her?,그녀에게 남은 중세 미술 작품은 몇 점입니까?,Subtraction,24 (medieval art pieces),70-46=24
327,nluds-1291,1,Created by an Annotator,Amy had some candy. She gave her friend six pieces and had five left.,에이미는 사탕을 먹었습니다. 그녀는 친구에게 여섯 조각을 주고 다섯 조각을 남겼습니다.,What's the difference between of the pieces of candy Amy gave away and the left?,에이미가 나눠준 사탕 조각과 왼쪽 조각의 차이점은 무엇인가요?,Difference,1 (pieces of candy),6-5=1
328,nluds-0601,3,http://www.k5learning.com,Sean has 223 whistles. He has 95 more whistles that Charles.,Sean은 223개의 휘파람을 가지고 있습니다. 그는 Charles보다 95개의 더 많은 휘파람을 가지고 있습니다.,How many whistles does Charles have?,Charles는 몇 개의 휘파람을 가지고 있습니까?,Subtraction,128 (whistles),223-95=128
329,nluds-0267,3,http://www.k5learning.com,"To carry heavy construction materials, they employed 413 red ants and 487 black ants.",무거운 건축 자재를 운반하기 위해 413마리의 붉은 개미와 487마리의 검은 개미를 고용했습니다.,How many ants did they employ in total?,그들은 총 몇 마리의 개미를 고용했습니까?,Addition,900 (ants),413+487=900
330,nluds-0054,1,http://www.k5learning.com,Millie had 9 bracelets. She lost 2 of them.,Millie는 9개의 팔찌를 가지고 있었습니다. 그녀는 그 중 2개를 잃었습니다.,How many bracelets does Millie have left?,Millie에게 남은 팔찌는 몇 개입니까?,Subtraction,7 (bracelets),9-2=7
331,nluds-2248,3,http://www.commoncoresheets.com,"Adam earned 9 dollars for each lawn he mowed. If he had 12 lawns to mow, but forgot to mow 8 of them,","Adam은 잔디를 깎을 때마다 9달러를 벌었습니다. 그가 깎을 잔디가 12개 있는데 그 중 8개를 깎는 것을 잊었다면,",how much money did he actually earn?,그는 실제로 얼마나 많은 돈을 벌었습니까?,"{'@Subgoal-1': 'Subtraction', '#text': 'Multiplication'}",36 (dollars),(12-8)*9=36
332,nluds-2305,4,http://www.dadsworksheets.com,"There are 43 students and 1720 apples. Each student has 9 Skittles. If the apples are divided equally among the students,","43명의 학생과 1720개의 사과가 있습니다. 각 학생은 9개의 Skittle을 가지고 있습니다. 사과를 학생들에게 똑같이 나누어 주면,",how many does each student get?,각 학생은 얼마나 받습니까?,Common-Division,40 (apples),1720/43=40
333,nluds-0428,3,http://www.k5learning.com,"After resting, they decided to go for a swim. If the depth of the water is 10 times Dean's height and he stands at 6 feet,","휴식을 취한 후 그들은 수영을 하기로 결정했습니다. 물의 깊이가 딘 키의 10배이고 딘이 6피트에 서 있다면,",how deep was the water?,물은 얼마나 깊었습니까?,Multiplication,60 (feet),10*6=60
334,nluds-2164,1,http://www.commoncoresheets.com,There were ten people on the bus. At the next stop three more people got on the bus.,버스에는 열 명이 타고 있었다. 다음 정류장에서 세 명이 더 버스에 탔습니다.,How many people are there on the bus now?,지금 버스에 사람이 몇 명이나 있습니까?,Addition,13 (people),10+3=13
335,nluds-1908,2,http://www.commoncoresheets.com,At a bus stop forty-seven people got off the bus. Now there were forty-three people on the bus.,버스 정류장에서 47명이 버스에서 내렸습니다. 이제 버스에는 43명이 타고 있었습니다.,How many people were on the bus before?,전에 버스에 몇 명이 타고 있었습니까?,Addition,90 (people),47+43=90
336,nluds-0116,2,http://www.k5learning.com,Gavin has 23 shirts. 6 are blue the rest are green.,Gavin은 23개의 셔츠를 가지고 있습니다. 6은 파란색 나머지는 녹색입니다.,How many green shirts does Gavin have?,Gavin은 몇 개의 녹색 셔츠를 가지고 있습니까?,Subtraction,17 (green shirts),23-6=17
337,nluds-0923,3,http://www.mathplayground.com,One zoo guide spoke to a group of 19 children. Another guide spoke to a group of 25 children. There are 22 guides at the zoo.,한 동물원 가이드는 19명의 어린이 그룹에게 말했습니다. 다른 가이드는 25명의 어린이 그룹에게 말했습니다. 동물원에는 22명의 가이드가 있습니다.,How many children did the zoo guides speak to?,동물원 안내원은 몇 명의 아이들과 이야기를 나눴나요?,Addition,44 (children),19+25=44
338,nluds-1733,3,http://www.commoncoresheets.com,Ned mowed his lawn six times in the spring and five times in the summer.,"Ned는 봄에 여섯 번, 여름에 다섯 번 잔디를 깎았습니다.",How many times did he mow total?,그는 총 몇 번 깎았습니까?,Addition,11 (times),6+5=11
339,nluds-0003,1,http://www.k5learning.com,Janet has nine oranges and Sharon has seven oranges.,Janet은 9개의 오렌지를 가지고 있고 Sharon은 7개의 오렌지를 가지고 있습니다.,How many oranges do Janet and Sharon have together?,Janet과 Sharon은 함께 몇 개의 오렌지를 가지고 있습니까?,Addition,16 (oranges),9+7=16
