,@ID,@Grade,@Source,Body,Body_trans,Question,Question_trans,Solution-Type,Answer,Formula
74,nluds-1024,3,http://www.mathplayground.com,35 people visited the Statue of Liberty in the morning. 56 more people visited in the afternoon than in the morning.,오전에 35명이 자유의 여신상을 찾았다. 오전보다 오후에 56명이 더 방문했습니다.,How many people visited the Statue of Liberty in the afternoon?,오후에 얼마나 많은 사람들이 자유의 여신상을 방문했습니까?,Addition,91 (people),35+56=91
75,nluds-0566,3,http://www.k5learning.com,Jesse's room is 12 feet long and 8 feet wide.,"제시의 방은 길이가 12피트, 너비가 8피트입니다.",How much carpet does she need to cover the whole floor?,그녀가 바닥 전체를 덮으려면 얼마나 많은 양탄자가 필요합니까?,Multiplication,96 (square feet),12*8=96
76,nluds-1774,4,http://www.commoncoresheets.com,An industrial machine made 12 shirts. It can make 2 shirts a minute.,산업용 기계는 셔츠 12장을 만들었습니다. 분당 2벌의 셔츠를 만들 수 있습니다.,How many minutes was the machine working?,기계가 작동한 시간은 몇 분입니까?,Common-Division,6 (minutes),12/2=6
77,nluds-0168,2,http://www.k5learning.com,A quarter equals $0.25.,1/4은 $0.25입니다.,How many quarters equal $2.25?,몇 분기가 $2.25입니까?,Common-Division,9 (quarters),2.25/0.25=9
78,nluds-0788,3,http://www.ck12.org,Divide 39 balloons into 7 equal groups.,39개의 풍선을 7개의 동일한 그룹으로 나눕니다.,How many balloons are there in each group?,각 그룹에는 몇 개의 풍선이 있습니까?,Floor-Division,5 (balloons),39/7=5 r4
79,nluds-0250,3,http://www.k5learning.com,"After the final bell rang, Buddy ran to the school bus with his new friends. On his ride home, he counted 36 students sitting on the left side of the bus and 27 sitting on the right.","마지막 종이 울린 후 Buddy는 새 친구들과 함께 학교 버스로 달려갔습니다. 집으로 가는 길에 그는 버스 왼쪽에 36명의 학생, 오른쪽에 27명의 학생을 세었습니다.",How many students are on the bus ride home?,버스를 타고 집으로 가는 학생은 몇 명입니까?,Addition,63 (students),36+27=63
80,nluds-0927,3,http://www.mathplayground.com,Billy can play 24 songs in his music book. He knows the names of 18 different guitar chords. Billy's music book has 52 songs in it.,Billy는 그의 음악 책에서 24곡을 재생할 수 있습니다. 그는 18가지 기타 코드의 이름을 알고 있습니다. Billy의 음악 책에는 52곡이 들어 있습니다.,How many songs does Billy still need to learn?,Billy는 아직 몇 곡을 배워야 하나요?,Subtraction,28 (songs),52-24=28
81,nluds-0949,3,http://www.mathplayground.com,J.T. has some superhero trading cards. He lost 14 of them. He gave 19 of them to his best friend. Now he has 45 cards left.,JT에는 슈퍼히어로 트레이딩 카드가 있습니다. 그는 그 중 14개를 잃었습니다. 그는 그 중 19개를 가장 친한 친구에게 주었습니다. 이제 그에게 남은 카드는 45장입니다.,How many cards did J.T. have at first?,JT는 처음에 몇 장의 카드를 가지고 있었습니까?,TVQ-Initial,78 (cards),45+14+19=78
82,nluds-2260,3,http://www.commoncoresheets.com,"A trivia team had 9 members total, but during a game 3 members didn't show up. If each member that did show up scored 2 points,","퀴즈 팀은 총 9명이었는데 게임 중에 3명이 나오지 않았다. 등장한 멤버가 각각 2점을 득점했다면,",how many points were scored total?,총 몇 점을 득점했습니까?,"{'@Subgoal-1': 'Subtraction', '#text': 'Multiplication'}",12 (points),(9-3)*2=12
83,nluds-1762,3,http://www.commoncoresheets.com,Tiffany was sending out birthday invitations to her friends. She sent out nine on Monday and eight on Tuesday.,"티파니는 친구들에게 생일 초대장을 보내고 있었습니다. 그녀는 월요일에 9개, 화요일에 8개를 보냈습니다.",How many did she send total?,그녀는 총 몇 개를 보냈습니까?,Addition,17 (birthday invitations),9+8=17
84,nluds-0931,3,http://www.mathplayground.com,Jake read 37 pages of his new book. It has 8 chapters and 95 pages. Jake read 25 more pages later that day.,Jake는 그의 새 책 37페이지를 읽었습니다. 8장 95페이지로 구성되어 있습니다. Jake는 그날 나중에 25페이지를 더 읽었습니다.,How many pages has he read in all?,그는 모두 몇 페이지를 읽었습니까?,Addition,62 (pages),37+25=62
85,nluds-1898,2,http://www.commoncoresheets.com,Olivia had eighty-one pieces of paper in her folder. She used fifty-six pieces.,올리비아의 폴더에는 81장의 종이가 있었습니다. 그녀는 56개의 조각을 사용했습니다.,How many pieces does she have now?,그녀는 지금 몇 조각을 가지고 있습니까?,Subtraction,25 (pieces),81-56=25
86,nluds-2181,2,http://www.commoncoresheets.com,"Zoe had 42 bottles of water in her fridge. If she drank 25 of them and then bought 30 more,","Zoe는 냉장고에 42병의 물을 가지고 있었습니다. 그녀가 25개를 마시고 30개를 더 샀다면,",how many bottles would she have?,그녀는 몇 병을 가졌을까?,TVQ-Final,47 (bottles),42-25+30=47
87,nluds-0733,2,http://www.ck12.org,Jack received 8 emails in the morning and 2 emails in the afternoon.,"Jack은 오전에 8개의 이메일을, 오후에 2개의 이메일을 받았습니다.",How many emails did Jack receive in the day?,Jack은 하루에 몇 개의 이메일을 받았습니까?,Addition,10 (emails),8+2=10
88,nluds-0002,1,http://www.k5learning.com,Ellen has six more balls than Marin. Marin has nine balls.,Ellen은 Marin보다 6개의 더 많은 공을 가지고 있습니다. 마린은 9개의 공을 가지고 있습니다.,How many balls does Ellen have?,Ellen은 몇 개의 공을 가지고 있습니까?,Addition,15 (balls),6+9=15
89,nluds-0450,3,http://www.k5learning.com,"For the final act, the circus brought out dancing animals wearing crowns. If each crown is made with 7 different colored feathers,",마지막 막으로 서커스는 왕관을 쓰고 춤추는 동물들을 데려왔다. 각각의 왕관을 7가지 색깔의 깃털로 만들면,how many feathers are needed for 934 crowns?,934 크라운에는 몇 개의 깃털이 필요합니까?,Multiplication,6538 (feathers),7*934=6538
90,nluds-2007,2,http://www.commoncoresheets.com,"While shopping, Maria bought 35 green towels and 21 white towels. If she gave her mother 34 of them,","쇼핑하는 동안 Maria는 35개의 녹색 수건과 21개의 흰색 수건을 샀습니다. 그녀가 34개를 엄마에게 주면,",how many towels did Maria end up with?,Maria는 몇 개의 수건으로 끝났습니까?,"{'@Subgoal-1': 'Addition', '#text': 'Subtraction'}",22 (towels),(35+21)-34=22
91,nluds-0622,3,http://www.k5learning.com,Jill invited 37 people to her birthday party. They each ate 8 pieces of pizza.,Jill은 생일 파티에 37명을 초대했습니다. 그들은 각각 8조각의 피자를 먹었다.,How many pieces of pizza did they eat?,그들은 몇 조각의 피자를 먹었습니까?,Multiplication,296 (pieces of pizza),37*8=296
92,nluds-1750,3,http://www.commoncoresheets.com,Luke was helping his mom wash clothes. They washed six loads with seven towels in each load.,루크는 엄마가 빨래하는 것을 돕고 있었습니다. 그들은 각각의 세탁물에 7개의 수건으로 6개의 세탁물을 세탁했습니다.,How many towels did they wash total?,그들은 총 몇 개의 수건을 씻었습니까?,Multiplication,42 (towels),6*7=42
93,nluds-2262,3,http://www.commoncoresheets.com,"Sam invited 9 friends to a birthday party, but 6 couldn't come. If he wanted to buy enough cupcakes so each person could have exactly 2,","Sam은 9명의 친구를 생일 파티에 초대했지만 6명은 오지 못했습니다. 한 사람이 정확히 2개를 가질 수 있도록 충분한 컵케이크를 사고 싶다면,",how many should he buy?,그는 몇 개를 사야 합니까?,"{'@Subgoal-1': 'Subtraction', '#text': 'Multiplication'}",6 (cupcakes),(9-6)*2=6
94,nluds-0230,3,http://www.k5learning.com,"If the group was able to make 65 recycled materials from what they gathered and the teachers were able to make 28,","그룹이 수집한 것으로 65개의 재활용 재료를 만들고 교사가 28개의 재료를 만들 수 있다면,",how many recycled products will they be able to sell at the fair?,얼마나 많은 재활용 제품을 박람회에서 판매할 수 있습니까?,Addition,93 (recycled products),65+28=93
95,nluds-1602,4,http://www.commoncoresheets.com,"A mailman has to give out 192 pieces of junk mail. If he goes to 4 blocks,","우편 배달부는 192개의 정크 메일을 나누어야 합니다. 그가 4블록으로 가면,",how many pieces of junk mail should he give each block?,그는 각 블록에 몇 개의 정크 메일을 주어야 합니까?,Common-Division,48 (pieces of junk mail),192/4=48
96,nluds-0092,2,http://www.k5learning.com,Daniel had some noodles. He gave 12 noodles to William. Now Daniel only has 54 noodles.,다니엘은 국수를 먹었습니다. 그는 윌리엄에게 12개의 국수를 주었습니다. 이제 다니엘은 54개의 국수만 가지고 있습니다.,How many noodles did Daniel have to begin with?,다니엘은 몇 개의 국수로 시작해야 했습니까?,Addition,66 (noodles),54+12=66
97,nluds-0940,3,http://www.mathplayground.com,There were 46 passengers on the bus. 19 passengers got off at the first stop. 15 passengers got off at the second stop.,버스에는 46명의 승객이 타고 있었다. 19명의 승객이 첫 번째 정류장에서 내렸습니다. 15명의 승객은 두 번째 정류장에서 내렸습니다.,How many passengers were left on the bus?,버스에 몇 명의 승객이 남았습니까?,TVQ-Final,12 (passengers),46-19-15=12
98,nluds-0072,2,http://www.k5learning.com,"Bobby ate twenty-six pieces of candy. Then, he ate seventeen more.",바비는 26개의 사탕을 먹었습니다. 그런 다음 그는 열일곱을 더 먹었습니다.,How many pieces of candy did Bobby eat?,바비는 사탕을 몇 개나 먹었어요?,Addition,43 (pieces),26+17=43
99,nluds-1017,3,http://www.mathplayground.com,Frankie and Max went trick-or-treating. Frankie got 74 pieces of candy. Max got 92 pieces of candy.,Frankie와 Max는 속임수를 썼습니다. Frankie는 74개의 사탕을 받았습니다. Max는 92개의 사탕을 받았습니다.,How many more pieces of candy did Max get?,Max는 사탕을 몇 개 더 얻었습니까?,Subtraction,18 (pieces of candy),92-74=18
100,nluds-0780,3,http://www.ck12.org,The teacher gave 42 pencils to 12 students equally.,선생님은 12명의 학생에게 똑같이 42개의 연필을 주었습니다.,How many pencils did each student get?,각 학생은 몇 자루의 연필을 받았습니까?,Floor-Division,3 (pencils),42/12=3 r6
101,nluds-1872,1,http://www.commoncoresheets.com,A package had eighteen cookies in it. After eating some there were nine left.,한 꾸러미에는 18개의 쿠키가 들어 있었습니다. 조금 먹고 나면 9개가 남았습니다.,How many were eaten?,얼마나 많이 먹었습니까?,Subtraction,9 (cookies),18-9=9
102,nluds-1999,2,http://www.commoncoresheets.com,"Faye and her mom were picking carrots from their garden. Faye picked 23 and her mother picked 5. If only 12 of the carrots were good,","Faye와 그녀의 엄마는 정원에서 당근을 따고 있었습니다. Faye는 23개를 골랐고 그녀의 어머니는 5개를 골랐습니다. 당근 12개만 좋았다면,",how many bad carrots did they have?,나쁜 당근이 몇 개나 있었나요?,"{'@Subgoal-1': 'Addition', '#text': 'Subtraction'}",16 (bad carrots),(23+5)-12=16
103,nluds-2119,2,http://www.commoncoresheets.com,In the first half of a trivia game Kaleb scored forty-three points. In the second half he scored twenty-three points.,퀴즈 게임의 전반전에서 Kaleb는 43점을 득점했습니다. 후반에는 20득점을 기록했다.,How many points did he score total?,그는 총 몇 점을 득점했습니까?,Addition,66 (points),43+23=66
104,nluds-1029,3,http://www.mathplayground.com,"Chris has 18 soccer cards. His friend, Charlie, has 32 cards.",Chris는 18장의 축구 카드를 가지고 있습니다. 그의 친구 Charlie는 32장의 카드를 가지고 있습니다.,How many fewer cards does Chris have?,Chris는 몇 장의 카드를 더 적게 가지고 있습니까?,Subtraction,14 (cards),32-18=14
105,nluds-0653,4,http://exam.ciwong.com,Shelby had 92 pieces of candy. She gave 4 pieces each to 9 friends.,쉘비는 92개의 사탕을 가지고 있었습니다. 그녀는 9명의 친구에게 각각 4개의 조각을 주었습니다.,How many pieces of candy does Shelby have left?,쉘비는 사탕 몇 조각을 남겼습니까?,"{'@Subgoal-1': 'Multiplication', '#text': 'Subtraction'}",56 (pieces of candy),92-(4*9)=56
106,nluds-1742,3,http://www.commoncoresheets.com,An architect built a house with ten bedrooms total. If the second floor had two bedrooms.,건축가는 총 10개의 침실이 있는 집을 지었습니다. 2층에 침실이 2개라면.,How many bedrooms does the first floor have?,1층에 침실이 몇 개입니까?,Subtraction,8 (bedrooms),10-2=8
107,nluds-0557,3,http://www.k5learning.com,There are 37 baskets. There are 17 apples in each basket.,37개의 바구니가 있습니다. 한 바구니에 17개의 사과가 있습니다.,How many apples are there in all?,사과는 모두 몇 개입니까?,Multiplication,629 (apples),37*17=629
108,nluds-1025,3,http://www.mathplayground.com,The giant Ferris wheel can seat 56 people. There are 92 people waiting in line.,거대한 관람차는 56명이 앉을 수 있습니다. 92명이 줄을 서서 기다리고 있습니다.,How many people won't get on the ride this time?,이번에는 안 타는 사람이 몇이나 될까?,Subtraction,36 (people),92-56=36
109,nluds-0281,3,http://www.k5learning.com,"Winter is almost here and most animals are migrating to warmer countries. There are 67 bird families living near the mountain. If 32 bird families flew away for winter,","겨울이 거의 다가오고 있으며 대부분의 동물이 따뜻한 나라로 이주하고 있습니다. 산 근처에는 67개의 새 가족이 살고 있습니다. 32가구의 새들이 겨울을 나기 위해 날아갔다면,",how many bird families were left near the mountain?,산 근처에 얼마나 많은 새 가족이 남아 있었습니까?,Subtraction,35 (bird families),67-32=35
110,nluds-2113,3,http://www.commoncoresheets.com,A company was offering a special on cell phones for $2 each. But only if you spent 7 dollars a month for 4 months.,"한 회사가 휴대폰에 각각 2달러에 특별 상품을 제공하고 있었습니다. 단, 4개월 동안 한 달에 7달러를 지출한 경우에만 가능합니다.",How much would it end up costing you total if you bought 1 phone?,전화기 1대를 구입하면 총 비용이 얼마나 들까요?,"{'@Subgoal-1': 'Multiplication', '#text': 'Addition'}",30 (dollars),7*4+2=30
111,nluds-0312,3,http://www.k5learning.com,Rob also compared the Empire State Building and the Petronas Towers.,Rob은 또한 Empire State Building과 Petronas Towers를 비교했습니다.,What is the height difference between the two if the Empire State Building is 443 m tall and the Petronas Towers is 452 m tall?,엠파이어 스테이트 빌딩의 높이가 443m이고 페트로나스 타워의 높이가 452m인 경우 이 둘의 높이 차이는 얼마입니까?,Subtraction,9 (meters),452-443=9
112,nluds-0205,3,http://www.k5learning.com,"Upon finishing the treehouse, Charlie's mother served them freshly baked cookies. If Charlie ate 15 cookies, his father ate 10 and his mother only ate 5,","나무 위의 집을 완성하자 찰리의 어머니는 갓 구운 쿠키를 그들에게 제공했습니다. 찰리가 쿠키 15개를 먹었다면 그의 아버지는 10개를, 그의 어머니는 5개만 먹었다면,",how many cookies were eaten in total?,총 몇 개의 쿠키를 먹었습니까?,Sum,30 (cookies),15+10+5=30
113,nluds-2120,2,http://www.commoncoresheets.com,Mike owned sixty-four baseball cards. For his birthday he got eighteen more.,Mike는 64장의 야구 카드를 소유했습니다. 그의 생일을 위해 그는 18개를 더 얻었다.,How many cards does Mike have total?,Mike는 총 몇 장의 카드를 가지고 있습니까?,Addition,82 (cards),64+18=82
114,nluds-1797,4,http://www.commoncoresheets.com,"The roller coaster at the state fair costs 6 tickets per ride. If 8 friends were going to ride the roller coaster,","주 박람회의 롤러코스터는 1회 승차권 6장입니다. 8명의 친구들이 롤러코스터를 타러 간다면,",how many tickets would they need?,얼마나 많은 티켓이 필요할까요?,Multiplication,48 (tickets),6*8=48
115,nluds-0800,5,http://www.ck12.org,172 students are forming teams for a mountaineering competition. Each team should have 18 students.,172명의 학생들이 등반 대회를 위해 팀을 구성하고 있습니다. 각 팀에는 18명의 학생이 있어야 합니다.,How many teams can they form?,얼마나 많은 팀을 구성할 수 있습니까?,Floor-Division,9 (teams),172/18=9 r10
116,nluds-0956,3,http://www.mathplayground.com,Andy had 31 baseball cards. His dad gave him some more. Then Andy had 50 baseball cards.,Andy는 31장의 야구 카드를 가지고 있었습니다. 그의 아버지는 그에게 더 많은 것을 주었다. 그리고 Andy는 50장의 야구 카드를 가지고 있었습니다.,How many baseball cards did Andy get from his dad?,Andy는 아버지로부터 몇 장의 야구 카드를 받았습니까?,Subtraction,19 (baseball cards),50-31=19
117,nluds-0433,3,http://www.k5learning.com,"Bryan took a look at his books as well. If he has 56 books in each of his 9 bookshelves,","Bryan은 그의 책도 살펴보았습니다. 그가 9개의 책장에 각각 56권의 책을 가지고 있다면,",how many books does he have in total?,그는 총 몇 권의 책을 가지고 있습니까?,Multiplication,504 (books),56*9=504
118,nluds-1767,3,http://www.commoncoresheets.com,Paul was reading through his favorite book series. Each week he read four different books.,Paul은 그가 가장 좋아하는 책 시리즈를 읽고 있었습니다. 그는 매주 4권의 다른 책을 읽었습니다.,How many books would he have read through after five weeks?,그는 5주 후에 몇 권의 책을 읽었을까요?,Multiplication,20 (books),4*5=20
119,nluds-1964,1,http://www.commoncoresheets.com,"While organizing her files, Bianca deleted 2 pictures, 8 songs and 7 text files.","파일을 정리하는 동안 Bianca는 2개의 사진, 8개의 노래 및 7개의 텍스트 파일을 삭제했습니다.",What is the total number of files she deleted?,그녀가 삭제한 총 파일 수는 몇 개입니까?,Sum,17 (files),2+8+7=17
120,nluds-1808,4,http://www.commoncoresheets.com,Debby was placing her spare change into stacks. One stack had 4 coins and the other had 8.,Debby는 여분의 잔돈을 스택에 넣고 있었습니다. 한 스택에는 4개의 동전이 있고 다른 스택에는 8개가 있습니다.,How many coins did she have total?,그녀는 총 몇 개의 동전을 가지고 있었습니까?,Addition,12 (coins),4+8=12
121,nluds-1874,1,http://www.commoncoresheets.com,"A furniture store had fifteen chairs. After selling some, there was three left.",가구점에는 15개의 의자가 있었습니다. 조금 팔고 3개 남았습니다.,How many chairs did they sell?,그들은 몇 개의 의자를 팔았습니까?,Subtraction,12 (chairs),15-3=12
