,@ID,@Grade,@Source,Body,Body_trans,Question,Question_trans,Solution-Type,Answer,Formula
70,nluds-2229,3,http://www.commoncoresheets.com,A pet store had forty-five puppies. In one day they sold thirty-nine of them and put the rest into cages with two in each cage.,애완 동물 가게에는 45마리의 강아지가 있었습니다. 하루 만에 39개를 팔고 나머지는 각 새장에 두 개씩 새장에 넣었습니다.,How many cages did they use?,그들은 몇 개의 케이지를 사용했습니까?,"{'@Subgoal-1': 'Subtraction', '#text': 'Common-Division'}",3 (cages),(45-39)/2=3
71,nluds-0530,3,http://www.k5learning.com,Paul had 28 strawberries in his basket. He picked 35 more strawberries.,Paul은 바구니에 28개의 딸기를 가지고 있었습니다. 그는 35개의 딸기를 더 따랐다.,How many strawberries did he have then?,그때 그는 몇 개의 딸기를 가지고 있었습니까?,Addition,63 (strawberries),28+35=63
72,nluds-0206,3,http://www.k5learning.com,"Annie is about to celebrate her birthday next week so her friends decided to throw her a surprise birthday party. Jessica, Annie's best friend, is hosting the party. She plans on making pizza for everyone. If she bought 15 pieces of pepperoni, 10 pieces of salami and 30 pieces of bacon as meat ingredients,","애니가 다음 주에 생일을 축하하려고 해서 친구들이 애니에게 깜짝 생일 파티를 열기로 했습니다. Annie의 가장 친한 친구인 Jessica가 파티를 주최합니다. 그녀는 모두를 위한 피자를 만들 계획입니다. 고기 재료로 페퍼로니 15개, 살라미 소시지 10개, 베이컨 30개를 샀다면,",how many pieces of meat did she buy in total?,그녀는 총 몇 조각의 고기를 샀습니까?,Sum,55 (pieces),15+10+30=55
73,nluds-0635,3,http://www.k5learning.com,Mrs. Hilt is baking bread. She needs 5 cups of flour to bake two loaves of bread.,힐트 부인이 빵을 굽고 있습니다. 그녀는 빵 두 개를 굽기 위해 밀가루 5컵이 필요합니다.,How much flour will she need to make one loaf of bread?,그녀는 빵 한 덩이를 만드는 데 얼마나 많은 밀가루가 필요할까요?,Common-Division,2.5 (cups of flour),5/2=2.5
74,nluds-1255,1,Created by an Annotator,There are 5 flowers and 3 bees.,5개의 꽃과 3개의 벌이 있습니다.,What's the difference of the number of flowers and bees over there?,저기 꽃과 벌의 수의 차이는 무엇입니까?,Difference,2,5-3=2
75,nluds-1598,4,http://www.commoncoresheets.com,"The ring toss game at the carnival made 420 dollars in 3 days. If they made the same amount of money each day,","카니발에서 반지 던지기 게임은 3일 동안 420달러를 벌었습니다. 매일 같은 양의 돈을 벌었다면,",how much did they make per day?,그들은 하루에 얼마를 벌었습니까?,Common-Division,140 (dollars),420/3=140
76,nluds-0232,3,http://www.k5learning.com,"Because of an upcoming exam, Robyn will not be able to sell cookies on Tuesday. To make up for it, Lucy decided to do double the work to catch up. She sold 34 cookies on her first round and 27 on her second round.",다가오는 시험 때문에 Robyn은 화요일에 쿠키를 판매할 수 없습니다. 그것을 만회하기 위해 Lucy는 따라잡기 위해 작업을 두 배로 하기로 결정했습니다. 그녀는 첫 번째 라운드에서 34개의 쿠키를 판매하고 두 번째 라운드에서 27개의 쿠키를 판매했습니다.,How many cookies were sold by Lucy?,Lucy는 쿠키를 몇 개나 팔았습니까?,Addition,61 (cookies),34+27=61
77,nluds-1769,4,http://www.commoncoresheets.com,At the school Halloween party 2 girls and 9 boys dressed as ghosts.,학교 할로윈 파티에서 유령으로 분장한 2명의 소녀와 9명의 소년.,How many people total dressed as a ghost?,유령으로 분장한 사람은 총 몇 명입니까?,Addition,11 (people),2+9=11
78,nluds-2281,3,http://www.dadsworksheets.com,"There are 9 students in the class and 27 Skittles. If the Skittles are divided equally among the students,","학급에는 9명의 학생과 27명의 Skittles가 있습니다. Skittles가 학생들에게 균등하게 분배되면,",how many does each student get?,각 학생은 얼마나 받습니까?,Common-Division,3 (Skittles),27/9=3
79,nluds-1916,2,http://www.commoncoresheets.com,A fast food restaurant had ninety-nine hotdogs. After selling some they had ninety-seven left.,패스트푸드점에는 99개의 핫도그가 있었습니다. 몇 개를 팔고 나서 아흔 일곱 개가 남았습니다.,How many hotdogs did they sell?,얼마나 많은 핫도그를 팔았습니까?,Subtraction,2 (hotdogs),99-97=2
80,nluds-1376,3,http://www.math-aids.com,Last week Fred had 46 dollars and Jason had 13 dollars. Fred washed cars over the weekend and now has 57 dollars.,"지난 주에 Fred는 46달러, Jason은 13달러를 가지고 있었습니다. Fred는 주말에 세차를 했고 지금은 57달러를 가지고 있습니다.",How much money did Fred make washing cars ?,Fred는 세차장에서 얼마나 많은 돈을 벌었습니까?,Subtraction,11 (dollars),57-46=11
81,nluds-0342,3,http://www.k5learning.com,"Next food item she has to prepare is soup. She needs 280 cups of mushroom soup. If the first team made 90 cups, and the third team made 70 cups,",그녀가 준비해야 할 다음 음식은 수프입니다. 그녀는 버섯 수프 280컵이 필요합니다. 첫 번째 팀이 90개의 컵을 만들고 세 번째 팀이 70개의 컵을 만들었다면,how any cups should the second team prepare in order to meet the required amount of soup?,필요한 수프의 양을 채우기 위해 두 번째 팀은 어떤 컵을 준비해야 하나요?,"{'@Subgoal-1': 'Addition', '#text': 'Subtraction'}",120 (cups),280-(90+70)=120
82,nluds-0784,3,http://www.ck12.org,"There were 44 laptops in the shop, and Mike divided them equally into 5 rows.",가게에는 44개의 노트북이 있었고 Mike는 그것을 5줄로 균등하게 나눴습니다.,How many laptops are there in each row?,한 줄에 몇 대의 노트북이 있습니까?,Floor-Division,8 (laptops),44/5=8 r4
83,nluds-0614,3,http://www.k5learning.com,Third-grade students went to a concert in 8 buses. Each bus took 45 students.,3학년 학생들은 8대의 버스를 타고 콘서트에 갔다. 각 버스에는 45명의 학생이 탔습니다.,How many students went to the concert?,얼마나 많은 학생들이 콘서트에 갔습니까?,Multiplication,360 (students),8*45=360
84,nluds-1758,3,http://www.commoncoresheets.com,"Larry's Lawn Care charges nine bucks to trim a hedge. If Henry has three hedges,","Larry&#39;s Lawn Care는 울타리를 다듬는 데 9달러를 청구합니다. 헨리에게 3개의 헤지가 있다면,",how much money would he spend?,그는 얼마나 많은 돈을 쓸 것인가?,Multiplication,27 (bucks),9*3=27
85,nluds-1947,1,http://www.commoncoresheets.com,"In a game you start with 2 lives. If you got 6 extra lives in the first level and 11 more in the second,",게임에서 당신은 2개의 생명으로 시작합니다. 첫 번째 레벨에서 6개의 추가 생명을 얻고 두 번째 레벨에서 11개의 추가 생명을 얻은 경우,how many lives would you have?,당신의 목숨은 몇 개나 될까요?,TVQ-Final,19 (lives),2+6+11=19
86,nluds-0941,3,http://www.mathplayground.com,The book store is very busy today. There are 25 children listening to a story. 36 people are shopping for books. 17 people are at the checkout counter.,서점은 오늘도 바쁘다. 25명의 아이들이 이야기를 듣고 있습니다. 36명이 책을 쇼핑하고 있습니다. 17명이 계산대에 있습니다.,How many people are at the bookstore?,서점에 사람이 몇 명입니까?,Sum,78 (people),25+36+17=78
87,nluds-0918,3,http://www.mathplayground.com,The music room has 27 violins. There are also 15 flutes. 18 students are in the school band.,음악실에는 27개의 바이올린이 있습니다. 15개의 플루트도 있습니다. 18명의 학생이 학교 밴드에 있습니다.,How many instruments are in the music room?,음악실에는 몇 개의 악기가 있습니까?,Addition,42 (instruments),27+15=42
88,nluds-2286,4,http://www.dadsworksheets.com,"Lawrence has 5504 marbles. If he shares them among 64 friends,",로렌스는 5504개의 구슬을 가지고 있습니다. 64명의 친구에게 공유하면,how many marbles does each friend get?,각 친구는 몇 개의 구슬을 얻습니까?,Common-Division,86 (marbles),5504/64=86
89,nluds-0036,1,http://www.k5learning.com,"At Mrs. Hilt's house, there was 29 inches of snow, and Brecknock Elementary School received 17 inches of snow.",힐트 부인의 집에는 29인치의 눈이 내렸고 브렉녹 초등학교에는 17인치의 눈이 내렸습니다.,How much more snow did Mrs. Hilt's house have?,힐트 부인의 집에는 얼마나 많은 눈이 있었습니까?,Subtraction,12 (inches of snow),29-17=12
90,nluds-1902,2,http://www.commoncoresheets.com,Maria had sixty-seven pieces of candy. She ate sixty-four pieces.,마리아는 67개의 사탕을 가지고 있었습니다. 그녀는 64조각을 먹었다.,How many pieces of candy does Maria have now?,마리아는 지금 몇 조각의 사탕을 가지고 있습니까?,Subtraction,3 (pieces of candy),67-64=3
91,nluds-0425,3,http://www.k5learning.com,"After the day, they were able to make 6 institutions happy. If each institution has 80 people.",하루가 지나고 6개 기관을 행복하게 만들 수 있었습니다. 각 기관에 80명이 있는 경우.,How many people were made happy by the mayor and vice-mayor?,시장님과 부시장님 덕분에 얼마나 많은 사람들이 행복했을까요?,Multiplication,480 (people),6*80=480
92,nluds-0407,3,http://www.k5learning.com,"Ben on the other hand, was asked to count the number of cows that they have. He saw that there are a total of 40 cows for every cow herd.",반면에 Ben은 그들이 가지고 있는 소의 수를 세도록 요청받았습니다. 그는 소 떼당 총 40마리의 소가 있는 것을 보았습니다.,How many cows do they have in total if there are 8 cow herds in the farm?,농장에 8마리의 소떼가 있다면 총 몇 마리의 소를 가집니까?,Multiplication,320 (cows),40*8=320
93,nluds-1966,1,http://www.commoncoresheets.com,"For a new year's party 2 red balloons, 12 green balloons and 6 white balloons were used.","송년회에는 빨간풍선 2개, 초록풍선 12개, 흰풍선 6개가 사용되었습니다.",What is the total number of balloons used?,사용한 풍선의 총 개수는 몇 개입니까?,Sum,20 (balloons),2+12+6=20
94,nluds-1268,2,Created by an Annotator,Paul spent $75. Now he has $11.,폴은 75달러를 썼다. 이제 그는 11달러를 가지고 있습니다.,What's the difference between the number of dollars that he spent and he has now?,그가 지출한 달러와 현재 가지고 있는 달러의 차이는 무엇입니까?,Difference,64 (dollars),75-11=64
95,nluds-1020,3,http://www.mathplayground.com,Terry and Grace are building a gear machine. Terry used 37 building pieces. Grace used 45 pieces.,Terry와 Grace는 기어 기계를 만들고 있습니다. Terry는 37개의 건물 조각을 사용했습니다. 그레이스는 45개를 사용했습니다.,How many building pieces did they use altogether?,그들은 모두 몇 개의 건물 조각을 사용했습니까?,Addition,82 (building pieces),37+45=82
96,nluds-1842,1,http://www.commoncoresheets.com,Cody cooked fourteen dumplings. He ate seven.,코디는 만두 열네 개를 요리했습니다. 그는 7개를 먹었다.,How many dumplings does Cody have now?,코디는 지금 몇 개의 만두를 가지고 있습니까?,Subtraction,7 (dumplings),14-7=7
97,nluds-0560,3,http://www.k5learning.com,Beth has 4 packs of crayons. Each pack has 10 crayons in it. She also has 6 extra crayons.,Beth는 크레용 4팩을 가지고 있습니다. 각 팩에는 10개의 크레용이 들어 있습니다. 그녀는 또한 6개의 여분의 크레용을 가지고 있습니다.,How many crayons does Beth have altogether?,Beth는 모두 몇 개의 크레용을 가지고 있습니까?,"{'@Subgoal-1': 'Multiplication', '#text': 'Addition'}",46 (crayons),(4*10)+6=46
98,nluds-0334,3,http://www.k5learning.com,"Since the townspeople requested that he makes a chocolate cake, he will need 306 lbs. of cocoa powder. If the mayor already gave him 259 lbs.,","마을 사람들이 초콜릿 케이크를 만들어달라고 요청했기 때문에 306파운드가 필요할 것입니다. 코코아 가루. 시장이 이미 259파운드를 주었다면,",how much cocoa powder does he still need?,그는 얼마나 많은 코코아 가루가 여전히 필요합니까?,Subtraction,47 (lbs),306-259=47
99,nluds-0786,3,http://www.ck12.org,There are 22 dogs in the farm. They live in 5 dog-houses equally.,농장에는 22마리의 개가 있습니다. 그들은 똑같이 5개의 개집에서 산다.,How many dogs are there in each dog-house?,각 개집에는 몇 마리의 개가 있습니까?,Floor-Division,4 (dogs),22/5=4 r2
100,nluds-1741,3,http://www.commoncoresheets.com,Tiffany was collecting cans for recycling. On Monday she had four bags of cans. The next day she found eight more bags worth.,티파니는 재활용을 위해 캔을 모으고 있었습니다. 월요일에 그녀는 4봉지의 캔을 가지고 있었습니다. 다음 날 그녀는 여덟 개의 가방을 더 찾았습니다.,How many bags did she have totaled?,그녀는 총 몇 개의 가방을 가지고 있었습니까?,Addition,12 (bags),4+8=12
101,nluds-0109,2,http://www.k5learning.com,"Tommy had some balloons. His mom gave him 34 more balloons for his birthday. Then, Tommy had 60 balloons.",Tommy는 풍선을 가지고 있었습니다. 그의 엄마는 그의 생일을 위해 34개의 풍선을 더 주었습니다. 그런 다음 Tommy는 60개의 풍선을 가지고 있었습니다.,How many balloons did Tommy have to start with?,Tommy는 몇 개의 풍선으로 시작해야 했습니까?,Subtraction,26 (balloons),60-34=26
102,nluds-0539,3,http://www.k5learning.com,"If each piece costs 18 cents,",개당 가격이 18센트라면,how much would 136 pieces of bubble gum cost?,풍선껌 136개는 얼마입니까?,Multiplication,2448 (cents),136*18=2448
103,nluds-1886,1,http://www.commoncoresheets.com,A clown had sixteen balloons. He gave four away at a party.,한 광대는 열여섯 개의 풍선을 가지고 있었습니다. 그는 파티에서 4개를 주었습니다.,How many balloons does he still have?,그는 아직 몇 개의 풍선을 가지고 있습니까?,Subtraction,12 (balloons),16-4=12
104,nluds-1592,4,http://www.commoncoresheets.com,"There are 396 students going to a trivia competition. If each school van can hold 9 students,","퀴즈 대회에 참가하는 396명의 학생이 있습니다. 각 학교 밴이 9명의 학생을 태울 수 있다면,",how many vans will they need?,몇 대의 밴이 필요할까요?,Common-Division,44 (vans),396/9=44
105,nluds-1948,1,http://www.commoncoresheets.com,"A chef was making pies. He made 2 apple, 4 pecan and 7 pumpkin pies.","요리사가 파이를 만들고 있었습니다. 그는 사과 2개, 피칸 4개, 호박 파이 7개를 만들었습니다.",How many pies did he make total?,그는 총 몇 개의 파이를 만들었습니까?,Sum,13 (pies),2+4+7=13
106,nluds-1277,1,Created by an Annotator,A waiter had nineteen customers. After some left he still had four customers.,한 웨이터에게는 19명의 고객이 있었습니다. 조금 떠난 후에도 그는 여전히 네 명의 고객을 보유하고 있었습니다.,What's the difference between the number of customers before leaving and after leaving?,퇴실 전과 퇴실 후의 고객 수의 차이는 무엇입니까?,Difference,15 (customers),19-4=15
107,nluds-0774,3,http://www.ck12.org,Mrs. Smith gave 53 strawberries to 8 girls equally.,Smith 부인은 53개의 딸기를 8명의 소녀에게 동등하게 주었습니다.,How many strawberries did each girl get?,각 소녀는 몇 개의 딸기를 얻었습니까?,Floor-Division,6 (strawberries),53/8=6 r5
108,nluds-1894,2,http://www.commoncoresheets.com,"A farmer had ninety-seven tomatoes from his garden. If he picked eighty-three of them,","농부는 정원에서 97개의 토마토를 가지고 있었습니다. 만약 그가 그 중 83개를 골랐다면,",how many would he have left?,그는 얼마나 남았을까?,Subtraction,14 (tomatoes),97-83=14
109,nluds-0023,1,http://www.k5learning.com,You have collected 7 crickets.,귀뚜라미 7마리를 모았습니다.,How many more crickets do you need to collect to have 11 crickets?,귀뚜라미 11마리를 모으려면 귀뚜라미를 몇 개 더 모아야 합니까?,Subtraction,4 (crickets),11-7=4
110,nluds-0722,2,http://www.ck12.org,"Lenny has $84. He spent $24 on video games, and $21 at the grocery store.","레니는 84달러를 가지고 있습니다. 그는 비디오 게임에 24달러, 식료품점에서 21달러를 썼습니다.",How much does Lenny have left?,레니는 얼마나 남았나요?,TVQ-Final,39 (dollars),84-24-21=39
111,nluds-2226,3,http://www.commoncoresheets.com,"Tom had thirty-six pieces of clothing to wash. He put eighteen of them in one load, but decided to split the rest into two equal loads.",Tom은 세탁할 옷이 36벌이 있었습니다. 그는 그 중 18개를 하나의 로드에 넣었지만 나머지는 동일한 두 개의 로드로 나누기로 결정했습니다.,How many pieces of clothing could go in each of the small loads?,각각의 작은 짐에 몇 벌의 옷을 넣을 수 있습니까?,"{'@Subgoal-1': 'Subtraction', '#text': 'Common-Division'}",9 (pieces of clothing),(36-18)/2=9
112,nluds-0728,2,http://www.ck12.org,"Kendra took a road trip. In the afternoon, she saw 4 minivans like hers. Later, in the evening, she saw one more minivan like hers.",Kendra는 여행을 떠났습니다. 오후에 그녀는 자신과 같은 미니밴 4대를 보았습니다. 나중에 저녁에 그녀는 자신과 같은 미니밴을 한 대 더 보았습니다.,How many minivans like hers did she see in all?,그녀와 같은 미니밴은 모두 몇 개나 보았습니까?,Addition,5 (minivans),1+4=5
113,nluds-0028,1,http://www.k5learning.com,2 beavers were working on their home. 1 went for a swim.,2마리의 비버가 집에서 일하고 있었습니다. 1 수영하러 갔다.,How many beavers are still working on their home?,얼마나 많은 비버가 여전히 집에서 일하고 있습니까?,Subtraction,1 (beavers),2-1=1
114,nluds-0317,3,http://www.k5learning.com,"When they arrived at the island's starting point, they looked at the clues and found out that the number of steps they need to take to get to the next clue is the difference between 537 and 369.","섬의 시작 지점에 도착했을 때, 그들은 단서를 살펴보고 다음 단서에 도달하기 위해 거쳐야 하는 단계의 수가 537과 369의 차이임을 알아냈습니다.",How many steps do they have to take to get to the next clue?,다음 단서에 도달하려면 몇 단계를 거쳐야 합니까?,Subtraction,168 (steps),537-369=168
115,nluds-1893,2,http://www.commoncoresheets.com,"Olivia owned ninety-three pennies. After she bought an apple, she had fifty-six pennies left.",올리비아는 93페니를 소유했습니다. 그녀는 사과를 사고 56페니가 남았습니다.,How many did she spend for the apple?,그녀는 사과에 얼마를 썼습니까?,Subtraction,37 (pennies),93-56=37
116,nluds-0524,3,http://www.k5learning.com,Cindy's mom baked 1215 cookies. Paul's dad baked 1112 cookies. They both brought them to school for a party.,Cindy의 엄마는 1215개의 쿠키를 구웠습니다. Paul의 아빠는 1112개의 쿠키를 구웠습니다. 그들은 둘 다 파티를 위해 학교에 데려왔다.,How many cookies did they have altogether?,그들은 모두 몇 개의 쿠키를 가지고 있었습니까?,Addition,2327 (cookies),1215+1112=2327
117,nluds-0458,3,http://www.k5learning.com,"One of his favorites is a book called Encyclopedia of Life and Everything Else. The book has 7 large chapters, each having 566 pages.",그가 가장 좋아하는 책 중 하나는 Encyclopedia of Life and Everything Else라는 책입니다. 이 책은 각각 566페이지로 구성된 7개의 큰 챕터로 구성되어 있습니다.,How many pages does the encyclopedia have in total?,백과사전은 총 몇 페이지입니까?,Multiplication,3962 (pages),7*566=3962
118,nluds-0646,3,http://www.k5learning.com,A pet supply store has 600 bags of dog food and 327 bags of cat food.,애완 동물 용품점에는 개 사료 600봉지와 고양이 사료 327봉지가 있습니다.,How many more bags of dog food are there than cat food?,고양이 사료보다 개 사료가 몇 봉지 더 있습니까?,Subtraction,273 (bags),600-327=273
119,nluds-0163,2,http://www.k5learning.com,Zach scored 42 points in the football game. Ben scored 21 points.,Zach는 미식축구 경기에서 42득점을 기록했습니다. 벤은 21득점을 기록했다.,How many more points did Zach score?,Zach는 몇 점을 더 득점했습니까?,Subtraction,21 (points),42-21=21
120,nluds-1754,3,http://www.commoncoresheets.com,"Tiffany was buying sodas for her and her friends. They needed nine sodas, but Tiffany bought seven extra.",Tiffany는 그녀와 그녀의 친구들을 위해 탄산음료를 사고 있었습니다. 그들은 9개의 탄산음료가 필요했지만 Tiffany는 7개의 탄산음료를 추가로 샀습니다.,How many did she buy?,그녀는 몇 개를 샀습니까?,Addition,16 (sodas),9+7=16
121,nluds-0388,3,http://www.k5learning.com,"At the bird zoo, the kids were able to visit 5 different bird cages, each containing 8 different kinds of birds.",새 동물원에서 아이들은 각각 8종류의 새가 들어 있는 5개의 다른 새장을 방문할 수 있었습니다.,How many different kinds of birds did the children see from the bird cages?,아이들은 새장에서 얼마나 많은 다른 종류의 새를 보았습니까?,Multiplication,40 (kinds of birds),5*8=40
